what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1372922005056
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1372922005074
os,sysinfo,,,"win32",1372922005078
arch,sysinfo,,,"x86_64",1372922005078
ws,sysinfo,,,"win32",1372922005078
locale,sysinfo,,,"zh_CN",1372922005078
processors,sysinfo,,,"4",1372922005078
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1372922005078
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1372922005078
java.specification.name,sysinfo,,,"Java Platform API Specification",1372922005078
java.specification.vendor,sysinfo,,,"Oracle Corporation",1372922005078
java.specification.version,sysinfo,,,"1.7",1372922005078
java.vendor,sysinfo,,,"Oracle Corporation",1372922005078
java.version,sysinfo,,,"1.7.0_25",1372922005078
java.vm.info,sysinfo,,,"mixed mode",1372922005078
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1372922005078
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1372922005078
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1372922005078
java.vm.specification.version,sysinfo,,,"1.7",1372922005078
java.vm.vendor,sysinfo,,,"Oracle Corporation",1372922005079
java.vm.version,sysinfo,,,"23.25-b01",1372922005079
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1372922005138
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1372922005157
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1372922005183
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1372922005207
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1372922005262
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1372922005392
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1372922005395
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1372922005890
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1372922005959
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1372922005962
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1372922006466
error,log,,,"The debug port 9000 is in use. Please select a different port for the debugger.",1372922006561
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1372922006741
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1372922006793
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1372922006823
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1372922007006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372922007825
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372922008733
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.preferences"".",1372922011113
error,log,,,"Unhandled event loop exception",1372922011251
error,log,,,"Unhandled event loop exception",1372922012252
opened,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPBrowserOutput",1372922014273
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1372922014337
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1372922014702
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1372922015069
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1372922015179
activated,perspective,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui.PHPDebugPerspective",1372922015309
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1372922015341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372922015383
