what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1372410251916
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1372410251985
activated,perspective,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.perspective",1372410253090
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372410253107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410260484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410263091
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1372410264218
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372410264219
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372410265296
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1372410265296
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1372410269230
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410271047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410276182
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1372410278503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372410279599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410279990
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372410281416
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410549247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410549267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410549369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372410549374
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1372410552594
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410556572
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410615436
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410619659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372410628058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372410628064
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372410629768
