what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1372925182136
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1372925182960
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1372925184873
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925186282
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1372925187828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925190234
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1372925194710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925196185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925197008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925197216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925197391
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925197820
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1372925199549
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372925214569
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1372925216898
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925217462
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925219071
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925220090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925220282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925220425
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925220935
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372925221876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372925225956
activated,perspective,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.perspective",1372925227454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925229888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925245067
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372925246420
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925247100
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372925247865
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925248010
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1372925248536
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925248916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925251505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925255457
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1372925255485
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925256001
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1372925256821
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1372925257424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925261539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925278791
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372925280182
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925280659
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372925283897
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925283897
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1372925283912
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925286765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925295604
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925298248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925298590
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925300515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925313003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925313032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925313165
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372925313173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925315581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925322965
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372925322975
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1372925325637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925327449
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925335419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372925335430
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925337029
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925337081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925338616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925340188
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925341489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372925342428
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1372925356735
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1372925359060
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1372925380354
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925401787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925401963
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372925402606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1372925420414
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925422561
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925422674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372925425750
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1372925427402
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925438521
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372925440653
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1372925444941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1372925452117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1372925471836
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1372925474704
