what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927452153
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1372927455433
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1372927461288
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1372927464688
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1372927466249
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1372927470522
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1372927470603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927471050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927475019
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1372927478943
activated,perspective,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.perspective",1372927485357
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372927494654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927495326
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927496078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927496246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927496936
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372927496948
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927497843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927534624
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1372927535059
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927536045
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1372927536045
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372927538375
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927538375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927540096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927540984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927541603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927555901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927562380
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927562748
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927564440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927577734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927577761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927577895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372927577901
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1372927580050
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927581284
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927581336
executed,command,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.edit.text.show.phpdoc",1372927582995
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372927584785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927587391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927590754
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927590803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927594117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927603518
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372927604429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927606204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927609042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927609868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927612574
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927612623
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372927613640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927619356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927622992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927624424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927636292
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927636340
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372927637203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927637559
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927639683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927656401
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372927656413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927658189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927659165
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372927659176
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1372927660272
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372927661301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927664254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927691867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927694573
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372927694768
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927706467
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927708470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927711597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927712571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927712769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927712906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927713399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927738056
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372927740064
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372927740250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927742208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927747871
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372927759226
