what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372412237620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412239045
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412248039
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1372412250194
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1372412250194
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1372412250208
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372412251204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372412252371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412252720
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372412298463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412321303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412321324
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412321426
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372412321434
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1372412324587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412327234
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412338670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372412338677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412339976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412342823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372412342832
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1372412346525
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1372412346568
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372412349047
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1372412352148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372412353673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412354935
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412359802
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1372412360171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1372412360637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372412362373
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372412364139
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372412365812
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372412374338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412375219
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372412376774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412383086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1372412383094
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1372412385378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1372412400974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372412402807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372412405947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372412406488
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1372412406656
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1372412407689
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1372412407689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1372412408749
